orderId,itemId,Quantity,Name,catId,catName
2737,109,1,Cheesy Veggie Pasta,55,Pasta
2738,11,1,Garden Fresh Pizza ,27,Pizza 
2738,90,1,French Fries,29,Starters
2740,77,1,Chicken Delight ,27,Pizza 
2740,123,1,Pepsi 1,38,Beverages 
2741,23,1,Jughalbandhi,27,Pizza 
2741,36,1,Cheese Garlic Bread ,29,Starters
2741,90,1,French Fries,29,Starters
2741,36,1,Cheese Garlic Bread ,29,Starters
2741,21,1,Rainbow Veggie Pizza ,27,Pizza 
2741,21,1,Rainbow Veggie Pizza ,27,Pizza 
2741,126,1,Water Bottle 1,38,Beverages 
2742,123,1,Pepsi 1,38,Beverages 
2742,126,1,Water Bottle 1,38,Beverages 
2743,7,1,Margherita Pizza,27,Pizza 
2743,11,1,Garden Fresh Pizza ,27,Pizza 
2744,77,1,Chicken Delight ,27,Pizza 
2744,123,1,Pepsi 1,38,Beverages 
2745,7,1,Margherita Pizza,27,Pizza 
2745,90,1,French Fries,29,Starters
2745,90,1,French Fries,29,Starters
2748,36,1,Cheese Garlic Bread ,29,Starters
2748,126,1,Water Bottle 1,38,Beverages 
2749,78,1,Chicken Sausage ,27,Pizza 
2749,78,1,Chicken Sausage ,27,Pizza 
2749,123,1,Pepsi 1,38,Beverages 
2749,123,1,Pepsi 1,38,Beverages 
2749,88,1,Chicken Fingers(Boneless) ,29,Starters
2750,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
2750,88,1,Chicken Fingers(Boneless) ,29,Starters
2750,123,1,Pepsi 1,38,Beverages 
2751,16,1,Corn Exotica Pizza,27,Pizza 
2751,123,1,Pepsi 1,38,Beverages 
2755,123,1,Pepsi 1,38,Beverages 
2755,123,1,Pepsi 1,38,Beverages 
2756,90,1,French Fries,29,Starters
2756,123,1,Pepsi 1,38,Beverages 
2756,123,1,Pepsi 1,38,Beverages 
2757,23,1,Jughalbandhi,27,Pizza 
2757,37,1,Super Cheese,29,Starters
2759,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
2759,39,1,Lava Cake,31,Desserts
2760,90,1,French Fries,29,Starters
2760,34,1,Cheese Sticks ,29,Starters
2762,33,1,Potato Wedges,29,Starters
2762,36,1,Cheese Garlic Bread ,29,Starters
2762,77,1,Chicken Delight ,27,Pizza 
2763,29,1,Veg Kolhapuri Pizza,27,Pizza 
2763,90,1,French Fries,29,Starters
2765,23,1,Jughalbandhi,27,Pizza 
2765,90,1,French Fries,29,Starters
2765,122,1,Water Bottle ,38,Beverages 
2768,78,1,Chicken Sausage ,27,Pizza 
2768,85,1,Tandoori Chicken,27,Pizza 
2768,90,1,French Fries,29,Starters
2768,123,1,Pepsi 1,38,Beverages 
2770,15,1,Veggie Lovers Pizza ,27,Pizza 
2770,90,1,French Fries,29,Starters
2778,11,1,Garden Fresh Pizza ,27,Pizza 
2778,90,1,French Fries,29,Starters
2778,122,1,Water Bottle ,38,Beverages 
2781,123,1,Pepsi 1,38,Beverages 
2781,126,1,Water Bottle 1,38,Beverages 
2782,9,1,Simply Veggie Pizza,27,Pizza 
2782,88,1,Chicken Fingers(Boneless) ,29,Starters
2782,90,1,French Fries,29,Starters
2782,123,1,Pepsi 1,38,Beverages 
2782,123,1,Pepsi 1,38,Beverages 
2783,11,1,Garden Fresh Pizza ,27,Pizza 
2783,90,1,French Fries,29,Starters
2789,31,1,Garden Fresh Pizza Cone,28,Pizza Cones
2789,34,1,Cheese Sticks ,29,Starters
2792,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
2792,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
2792,77,1,Chicken Delight ,27,Pizza 
2792,123,1,Pepsi 1,38,Beverages 
2792,123,1,Pepsi 1,38,Beverages 
2793,81,1,All Meat Extravaganza,27,Pizza 
2793,126,1,Water Bottle 1,38,Beverages 
2793,123,1,Pepsi 1,38,Beverages 
2793,123,1,Pepsi 1,38,Beverages 
2795,123,1,Pepsi 1,38,Beverages 
2795,123,1,Pepsi 1,38,Beverages 
2795,123,1,Pepsi 1,38,Beverages 
2795,123,1,Pepsi 1,38,Beverages 
2795,126,1,Water Bottle 1,38,Beverages 
2797,109,1,Cheesy Veggie Pasta,55,Pasta
2797,33,1,Potato Wedges,29,Starters
2800,77,1,Chicken Delight ,27,Pizza 
2800,81,1,All Meat Extravaganza,27,Pizza 
2800,90,1,French Fries,29,Starters
2800,123,1,Pepsi 1,38,Beverages 
2800,123,1,Pepsi 1,38,Beverages 
2802,11,1,Garden Fresh Pizza ,27,Pizza 
2802,36,1,Cheese Garlic Bread ,29,Starters
2803,17,1,Veg Supreme Pizza,27,Pizza 
2803,90,1,French Fries,29,Starters
2804,123,1,Pepsi 1,38,Beverages 
2804,123,1,Pepsi 1,38,Beverages 
2807,33,1,Potato Wedges,29,Starters
2807,95,1,Mountain Dew ,38,Beverages 
2808,77,1,Chicken Delight ,27,Pizza 
2808,110,1,Cheese Chicken Pasta ,55,Pasta
2808,123,1,Pepsi 1,38,Beverages 
2808,123,1,Pepsi 1,38,Beverages 
2809,83,1,Supreme Combo,27,Pizza 
2809,85,1,Tandoori Chicken,27,Pizza 
2809,90,1,French Fries,29,Starters
2809,90,1,French Fries,29,Starters
2809,123,1,Pepsi 1,38,Beverages 
2809,123,1,Pepsi 1,38,Beverages 
2809,123,1,Pepsi 1,38,Beverages 
2809,123,1,Pepsi 1,38,Beverages 
2809,123,1,Pepsi 1,38,Beverages 
2811,7,1,Margherita Pizza,27,Pizza 
2811,122,1,Water Bottle ,38,Beverages 
2813,7,2,Margherita Pizza,27,Pizza 
2813,98,3,Miranda,38,Beverages 
2817,123,1,Pepsi 1,38,Beverages 
2817,123,1,Pepsi 1,38,Beverages 
2817,123,1,Pepsi 1,38,Beverages 
2817,126,1,Water Bottle 1,38,Beverages 
2819,123,1,Pepsi 1,38,Beverages 
2819,77,1,Chicken Delight ,27,Pizza 
2822,123,1,Pepsi 1,38,Beverages 
2822,123,1,Pepsi 1,38,Beverages 
2824,110,1,Cheese Chicken Pasta ,55,Pasta
2824,90,1,French Fries,29,Starters
2824,110,1,Cheese Chicken Pasta ,55,Pasta
2824,36,1,Cheese Garlic Bread ,29,Starters
2825,90,1,French Fries,29,Starters
2825,90,1,French Fries,29,Starters
2830,122,1,Water Bottle ,38,Beverages 
2830,96,1,7UP,38,Beverages 
2830,96,1,7UP,38,Beverages 
2831,17,1,Veg Supreme Pizza,27,Pizza 
2831,123,1,Pepsi 1,38,Beverages 
2832,17,1,Veg Supreme Pizza,27,Pizza 
2832,78,1,Chicken Sausage ,27,Pizza 
2832,123,1,Pepsi 1,38,Beverages 
2832,123,1,Pepsi 1,38,Beverages 
2833,81,1,All Meat Extravaganza,27,Pizza 
2833,82,1,Chicken Supreme ,27,Pizza 
2833,90,1,French Fries,29,Starters
2833,90,1,French Fries,29,Starters
2837,123,1,Pepsi 1,38,Beverages 
2837,123,3,Pepsi 1,38,Beverages 
2839,88,1,Chicken Fingers(Boneless) ,29,Starters
2839,90,1,French Fries,29,Starters
2840,27,1,Hot Chilli Pizza,27,Pizza 
2840,123,2,Pepsi 1,38,Beverages 
2841,7,1,Margherita Pizza,27,Pizza 
2841,123,2,Pepsi 1,38,Beverages 
2844,11,1,Garden Fresh Pizza ,27,Pizza 
2844,9,1,Simply Veggie Pizza,27,Pizza 
2846,7,2,Margherita Pizza,27,Pizza 
2846,78,2,Chicken Sausage ,27,Pizza 
2846,33,1,Potato Wedges,29,Starters
2847,90,1,French Fries,29,Starters
2847,123,3,Pepsi 1,38,Beverages 
2848,7,1,Margherita Pizza,27,Pizza 
2848,90,1,French Fries,29,Starters
2849,11,1,Garden Fresh Pizza ,27,Pizza 
2849,123,1,Pepsi 1,38,Beverages 
2851,16,1,Corn Exotica Pizza,27,Pizza 
2851,37,1,Super Cheese,29,Starters
2851,98,1,Miranda,38,Beverages 
2856,77,1,Chicken Delight ,27,Pizza 
2856,90,1,French Fries,29,Starters
2856,123,1,Pepsi 1,38,Beverages 
2862,95,1,Mountain Dew ,38,Beverages 
2862,97,1,Pepsi,38,Beverages 
2863,7,1,Margherita Pizza,27,Pizza 
2863,34,1,Cheese Sticks ,29,Starters
2864,78,1,Chicken Sausage ,27,Pizza 
2864,123,1,Pepsi 1,38,Beverages 
2865,7,1,Margherita Pizza,27,Pizza 
2865,39,1,Lava Cake,31,Desserts
2866,37,1,Super Cheese,29,Starters
2866,34,1,Cheese Sticks ,29,Starters
2866,25,1,Panner Tandoori Pizza,27,Pizza 
2866,123,1,Pepsi 1,38,Beverages 
2867,33,1,Potato Wedges,29,Starters
2867,35,1,Garlic Bread,29,Starters
2867,97,1,Pepsi,38,Beverages 
2867,96,1,7UP,38,Beverages 
2868,23,1,Jughalbandhi,27,Pizza 
2868,126,1,Water Bottle 1,38,Beverages 
2869,34,1,Cheese Sticks ,29,Starters
2869,90,1,French Fries,29,Starters
2870,7,1,Margherita Pizza,27,Pizza 
2870,36,1,Cheese Garlic Bread ,29,Starters
2872,39,1,Lava Cake,31,Desserts
2872,23,1,Jughalbandhi,27,Pizza 
2876,123,1,Pepsi 1,38,Beverages 
2876,126,1,Water Bottle 1,38,Beverages 
2878,79,1,Grilled Chicken ,27,Pizza 
2878,97,1,Pepsi,38,Beverages 
2879,82,1,Chicken Supreme ,27,Pizza 
2879,79,1,Grilled Chicken ,27,Pizza 
2879,90,1,French Fries,29,Starters
2879,90,1,French Fries,29,Starters
2880,77,1,Chicken Delight ,27,Pizza 
2880,79,1,Grilled Chicken ,27,Pizza 
2880,39,1,Lava Cake,31,Desserts
2880,123,1,Pepsi 1,38,Beverages 
2881,15,1,Veggie Lovers Pizza ,27,Pizza 
2881,36,1,Cheese Garlic Bread ,29,Starters
2882,16,1,Corn Exotica Pizza,27,Pizza 
2882,88,1,Chicken Fingers(Boneless) ,29,Starters
2883,7,1,Margherita Pizza,27,Pizza 
2883,33,1,Potato Wedges,29,Starters
2883,123,1,Pepsi 1,38,Beverages 
2885,16,1,Corn Exotica Pizza,27,Pizza 
2885,25,1,Panner Tandoori Pizza,27,Pizza 
2885,90,1,French Fries,29,Starters
2885,34,1,Cheese Sticks ,29,Starters
2885,123,1,Pepsi 1,38,Beverages 
2885,123,1,Pepsi 1,38,Beverages 
2888,85,1,Tandoori Chicken,27,Pizza 
2888,122,1,Water Bottle ,38,Beverages 
2889,29,1,Veg Kolhapuri Pizza,27,Pizza 
2889,123,1,Pepsi 1,38,Beverages 
2889,90,1,French Fries,29,Starters
2890,82,1,Chicken Supreme ,27,Pizza 
2890,79,1,Grilled Chicken ,27,Pizza 
2891,23,1,Jughalbandhi,27,Pizza 
2891,122,1,Water Bottle ,38,Beverages 
2892,82,1,Chicken Supreme ,27,Pizza 
2892,90,1,French Fries,29,Starters
2892,90,1,French Fries,29,Starters
2892,88,1,Chicken Fingers(Boneless) ,29,Starters
2892,88,1,Chicken Fingers(Boneless) ,29,Starters
2893,87,2,BBQ Cottage Cheese,28,Pizza Cones
2893,7,1,Margherita Pizza,27,Pizza 
2895,27,1,Hot Chilli Pizza,27,Pizza 
2895,85,1,Tandoori Chicken,27,Pizza 
2895,90,1,French Fries,29,Starters
2897,77,1,Chicken Delight ,27,Pizza 
2897,9,1,Simply Veggie Pizza,27,Pizza 
2897,126,1,Water Bottle 1,38,Beverages 
2901,36,1,Cheese Garlic Bread ,29,Starters
2901,109,1,Cheesy Veggie Pasta,55,Pasta
2901,33,1,Potato Wedges,29,Starters
2901,15,1,Veggie Lovers Pizza ,27,Pizza 
2902,78,1,Chicken Sausage ,27,Pizza 
2902,83,1,Supreme Combo,27,Pizza 
2902,90,1,French Fries,29,Starters
2902,88,1,Chicken Fingers(Boneless) ,29,Starters
2902,123,2,Pepsi 1,38,Beverages 
2904,16,1,Corn Exotica Pizza,27,Pizza 
2904,97,1,Pepsi,38,Beverages 
2906,36,1,Cheese Garlic Bread ,29,Starters
2906,97,1,Pepsi,38,Beverages 
2907,25,1,Panner Tandoori Pizza,27,Pizza 
2907,34,1,Cheese Sticks ,29,Starters
2907,90,1,French Fries,29,Starters
2907,122,1,Water Bottle ,38,Beverages 
2913,123,1,Pepsi 1,38,Beverages 
2913,123,1,Pepsi 1,38,Beverages 
2913,123,1,Pepsi 1,38,Beverages 
2915,98,1,Miranda,38,Beverages 
2915,97,1,Pepsi,38,Beverages 
2918,25,1,Panner Tandoori Pizza,27,Pizza 
2918,33,1,Potato Wedges,29,Starters
2919,123,1,Pepsi 1,38,Beverages 
2919,17,1,Veg Supreme Pizza,27,Pizza 
2921,23,1,Jughalbandhi,27,Pizza 
2921,97,2,Pepsi,38,Beverages 
2924,9,1,Simply Veggie Pizza,27,Pizza 
2924,90,1,French Fries,29,Starters
2924,122,1,Water Bottle ,38,Beverages 
2925,96,1,7UP,38,Beverages 
2925,97,1,Pepsi,38,Beverages 
2927,23,1,Jughalbandhi,27,Pizza 
2927,25,1,Panner Tandoori Pizza,27,Pizza 
2927,97,1,Pepsi,38,Beverages 
2927,122,1,Water Bottle ,38,Beverages 
2928,25,1,Panner Tandoori Pizza,27,Pizza 
2928,33,1,Potato Wedges,29,Starters
2930,9,1,Simply Veggie Pizza,27,Pizza 
2930,33,1,Potato Wedges,29,Starters
2930,123,1,Pepsi 1,38,Beverages 
2930,123,1,Pepsi 1,38,Beverages 
2930,123,1,Pepsi 1,38,Beverages 
2932,123,1,Pepsi 1,38,Beverages 
2932,21,1,Rainbow Veggie Pizza ,27,Pizza 
2932,90,1,French Fries,29,Starters
2932,37,1,Super Cheese,29,Starters
2933,19,1,Veg Feast Pizza ,27,Pizza 
2933,90,1,French Fries,29,Starters
2933,126,1,Water Bottle 1,38,Beverages 
2933,36,1,Cheese Garlic Bread ,29,Starters
2934,36,2,Cheese Garlic Bread ,29,Starters
2934,77,1,Chicken Delight ,27,Pizza 
2940,96,1,7UP,38,Beverages 
2940,97,1,Pepsi,38,Beverages 
2943,29,1,Veg Kolhapuri Pizza,27,Pizza 
2943,90,1,French Fries,29,Starters
2943,123,2,Pepsi 1,38,Beverages 
2944,9,1,Simply Veggie Pizza,27,Pizza 
2944,97,1,Pepsi,38,Beverages 
2945,87,1,BBQ Cottage Cheese,28,Pizza Cones
2945,79,1,Grilled Chicken ,27,Pizza 
2945,123,1,Pepsi 1,38,Beverages 
2947,7,2,Margherita Pizza,27,Pizza 
2947,97,1,Pepsi,38,Beverages 
2950,15,1,Veggie Lovers Pizza ,27,Pizza 
2950,17,1,Veg Supreme Pizza,27,Pizza 
2950,17,1,Veg Supreme Pizza,27,Pizza 
2952,15,1,Veggie Lovers Pizza ,27,Pizza 
2952,17,1,Veg Supreme Pizza,27,Pizza 
2953,87,1,BBQ Cottage Cheese,28,Pizza Cones
2953,109,1,Cheesy Veggie Pasta,55,Pasta
2955,77,1,Chicken Delight ,27,Pizza 
2955,123,1,Pepsi 1,38,Beverages 
2956,16,1,Corn Exotica Pizza,27,Pizza 
2956,88,1,Chicken Fingers(Boneless) ,29,Starters
2956,97,1,Pepsi,38,Beverages 
2958,16,1,Corn Exotica Pizza,27,Pizza 
2958,90,1,French Fries,29,Starters
2959,11,1,Garden Fresh Pizza ,27,Pizza 
2959,90,1,French Fries,29,Starters
2961,16,1,Corn Exotica Pizza,27,Pizza 
2961,79,1,Grilled Chicken ,27,Pizza 
2961,123,2,Pepsi 1,38,Beverages 
2964,90,1,French Fries,29,Starters
2964,90,1,French Fries,29,Starters
2965,123,3,Pepsi 1,38,Beverages 
2965,126,1,Water Bottle 1,38,Beverages 
2969,96,2,7UP,38,Beverages 
2969,96,1,7UP,38,Beverages 
2974,17,1,Veg Supreme Pizza,27,Pizza 
2974,25,1,Panner Tandoori Pizza,27,Pizza 
2974,123,2,Pepsi 1,38,Beverages 
2977,36,1,Cheese Garlic Bread ,29,Starters
2977,33,1,Potato Wedges,29,Starters
2977,109,1,Cheesy Veggie Pasta,55,Pasta
2977,123,1,Pepsi 1,38,Beverages 
2977,36,1,Cheese Garlic Bread ,29,Starters
2977,126,1,Water Bottle 1,38,Beverages 
2979,77,1,Chicken Delight ,27,Pizza 
2979,123,1,Pepsi 1,38,Beverages 
2984,77,1,Chicken Delight ,27,Pizza 
2984,123,1,Pepsi 1,38,Beverages 
2985,35,1,Garlic Bread,29,Starters
2985,90,1,French Fries,29,Starters
2986,36,1,Cheese Garlic Bread ,29,Starters
2986,123,1,Pepsi 1,38,Beverages 
2989,11,1,Garden Fresh Pizza ,27,Pizza 
2989,90,1,French Fries,29,Starters
2990,77,1,Chicken Delight ,27,Pizza 
2990,123,1,Pepsi 1,38,Beverages 
2990,33,1,Potato Wedges,29,Starters
2992,77,1,Chicken Delight ,27,Pizza 
2992,31,1,Garden Fresh Pizza Cone,28,Pizza Cones
2992,96,1,7UP,38,Beverages 
2993,16,1,Corn Exotica Pizza,27,Pizza 
2993,109,1,Cheesy Veggie Pasta,55,Pasta
2997,85,1,Tandoori Chicken,27,Pizza 
2997,123,1,Pepsi 1,38,Beverages 
2997,123,1,Pepsi 1,38,Beverages 
2999,126,1,Water Bottle 1,38,Beverages 
2999,126,1,Water Bottle 1,38,Beverages 
3001,78,1,Chicken Sausage ,27,Pizza 
3001,17,1,Veg Supreme Pizza,27,Pizza 
3004,36,1,Cheese Garlic Bread ,29,Starters
3004,37,1,Super Cheese,29,Starters
3006,109,1,Cheesy Veggie Pasta,55,Pasta
3006,17,1,Veg Supreme Pizza,27,Pizza 
3006,123,1,Pepsi 1,38,Beverages 
3006,123,1,Pepsi 1,38,Beverages 
3007,11,1,Garden Fresh Pizza ,27,Pizza 
3007,78,1,Chicken Sausage ,27,Pizza 
3007,77,1,Chicken Delight ,27,Pizza 
3008,90,1,French Fries,29,Starters
3008,34,1,Cheese Sticks ,29,Starters
3009,27,1,Hot Chilli Pizza,27,Pizza 
3009,27,1,Hot Chilli Pizza,27,Pizza 
3009,123,1,Pepsi 1,38,Beverages 
3010,123,1,Pepsi 1,38,Beverages 
3010,123,1,Pepsi 1,38,Beverages 
3011,25,1,Panner Tandoori Pizza,27,Pizza 
3011,109,1,Cheesy Veggie Pasta,55,Pasta
3011,37,1,Super Cheese,29,Starters
3012,90,1,French Fries,29,Starters
3012,96,2,7UP,38,Beverages 
3012,7,1,Margherita Pizza,27,Pizza 
3012,7,1,Margherita Pizza,27,Pizza 
3017,7,1,Margherita Pizza,27,Pizza 
3017,123,1,Pepsi 1,38,Beverages 
3019,11,1,Garden Fresh Pizza ,27,Pizza 
3019,90,1,French Fries,29,Starters
3024,110,1,Cheese Chicken Pasta ,55,Pasta
3024,109,1,Cheesy Veggie Pasta,55,Pasta
3025,109,1,Cheesy Veggie Pasta,55,Pasta
3025,36,1,Cheese Garlic Bread ,29,Starters
3040,90,1,French Fries,29,Starters
3040,39,1,Lava Cake,31,Desserts
3041,11,1,Garden Fresh Pizza ,27,Pizza 
3041,11,1,Garden Fresh Pizza ,27,Pizza 
3042,97,1,Pepsi,38,Beverages 
3042,90,1,French Fries,29,Starters
3042,7,1,Margherita Pizza,27,Pizza 
3045,123,1,Pepsi 1,38,Beverages 
3045,123,1,Pepsi 1,38,Beverages 
3047,126,1,Water Bottle 1,38,Beverages 
3047,90,1,French Fries,29,Starters
3049,77,1,Chicken Delight ,27,Pizza 
3049,126,1,Water Bottle 1,38,Beverages 
3049,123,1,Pepsi 1,38,Beverages 
3050,11,1,Garden Fresh Pizza ,27,Pizza 
3050,36,1,Cheese Garlic Bread ,29,Starters
3050,36,1,Cheese Garlic Bread ,29,Starters
3052,31,1,Garden Fresh Pizza Cone,28,Pizza Cones
3052,34,1,Cheese Sticks ,29,Starters
3052,97,1,Pepsi,38,Beverages 
3054,7,1,Margherita Pizza,27,Pizza 
3054,7,1,Margherita Pizza,27,Pizza 
3054,90,3,French Fries,29,Starters
3055,25,1,Panner Tandoori Pizza,27,Pizza 
3055,36,1,Cheese Garlic Bread ,29,Starters
3055,36,1,Cheese Garlic Bread ,29,Starters
3055,123,1,Pepsi 1,38,Beverages 
3058,7,1,Margherita Pizza,27,Pizza 
3058,34,1,Cheese Sticks ,29,Starters
3058,123,1,Pepsi 1,38,Beverages 
3058,123,1,Pepsi 1,38,Beverages 
3061,123,1,Pepsi 1,38,Beverages 
3061,123,1,Pepsi 1,38,Beverages 
3064,109,1,Cheesy Veggie Pasta,55,Pasta
3064,16,1,Corn Exotica Pizza,27,Pizza 
3064,97,1,Pepsi,38,Beverages 
3065,9,1,Simply Veggie Pizza,27,Pizza 
3065,97,1,Pepsi,38,Beverages 
3065,39,1,Lava Cake,31,Desserts
3065,109,1,Cheesy Veggie Pasta,55,Pasta
3068,37,5,Super Cheese,29,Starters
3068,15,1,Veggie Lovers Pizza ,27,Pizza 
3068,31,1,Garden Fresh Pizza Cone,28,Pizza Cones
3068,87,1,BBQ Cottage Cheese,28,Pizza Cones
3068,97,3,Pepsi,38,Beverages 
3068,37,1,Super Cheese,29,Starters
3069,99,1,Meal For 2 Veg,39,Meal Deal
3069,99,1,Meal For 2 Veg,39,Meal Deal
3070,101,1,Meal For 4 Veg ,39,Meal Deal
3070,36,1,Cheese Garlic Bread ,29,Starters
3070,90,1,French Fries,29,Starters
3073,25,1,Panner Tandoori Pizza,27,Pizza 
3073,39,3,Lava Cake,31,Desserts
3074,25,1,Panner Tandoori Pizza,27,Pizza 
3074,90,1,French Fries,29,Starters
3079,90,1,French Fries,29,Starters
3079,88,1,Chicken Fingers(Boneless) ,29,Starters
3079,123,1,Pepsi 1,38,Beverages 
3080,7,1,Margherita Pizza,27,Pizza 
3080,90,1,French Fries,29,Starters
3080,123,1,Pepsi 1,38,Beverages 
3084,7,1,Margherita Pizza,27,Pizza 
3084,15,1,Veggie Lovers Pizza ,27,Pizza 
3084,123,2,Pepsi 1,38,Beverages 
3086,15,1,Veggie Lovers Pizza ,27,Pizza 
3086,97,1,Pepsi,38,Beverages 
3088,7,1,Margherita Pizza,27,Pizza 
3088,97,1,Pepsi,38,Beverages 
3089,7,2,Margherita Pizza,27,Pizza 
3089,97,2,Pepsi,38,Beverages 
3090,7,1,Margherita Pizza,27,Pizza 
3090,123,1,Pepsi 1,38,Beverages 
3091,126,1,Water Bottle 1,38,Beverages 
3091,39,1,Lava Cake,31,Desserts
3091,123,2,Pepsi 1,38,Beverages 
3093,19,1,Veg Feast Pizza ,27,Pizza 
3093,88,1,Chicken Fingers(Boneless) ,29,Starters
3094,7,1,Margherita Pizza,27,Pizza 
3094,7,1,Margherita Pizza,27,Pizza 
3095,77,1,Chicken Delight ,27,Pizza 
3095,97,2,Pepsi,38,Beverages 
3096,90,1,French Fries,29,Starters
3096,88,1,Chicken Fingers(Boneless) ,29,Starters
3097,77,2,Chicken Delight ,27,Pizza 
3097,97,4,Pepsi,38,Beverages 
3098,123,2,Pepsi 1,38,Beverages 
3098,123,1,Pepsi 1,38,Beverages 
3098,123,1,Pepsi 1,38,Beverages 
3099,9,1,Simply Veggie Pizza,27,Pizza 
3099,98,1,Miranda,38,Beverages 
3105,77,2,Chicken Delight ,27,Pizza 
3105,25,1,Panner Tandoori Pizza,27,Pizza 
3105,122,1,Water Bottle ,38,Beverages 
3106,90,2,French Fries,29,Starters
3106,97,1,Pepsi,38,Beverages 
3107,109,1,Cheesy Veggie Pasta,55,Pasta
3107,90,1,French Fries,29,Starters
3107,15,1,Veggie Lovers Pizza ,27,Pizza 
3107,122,1,Water Bottle ,38,Beverages 
3107,96,2,7UP,38,Beverages 
3108,7,1,Margherita Pizza,27,Pizza 
3108,90,1,French Fries,29,Starters
3109,7,1,Margherita Pizza,27,Pizza 
3109,96,1,7UP,38,Beverages 
3109,96,1,7UP,38,Beverages 
3110,7,1,Margherita Pizza,27,Pizza 
3110,97,2,Pepsi,38,Beverages 
3111,123,1,Pepsi 1,38,Beverages 
3111,123,1,Pepsi 1,38,Beverages 
3116,84,1,Punjabi Chicken Tikka ,27,Pizza 
3116,96,2,7UP,38,Beverages 
3117,15,1,Veggie Lovers Pizza ,27,Pizza 
3117,90,1,French Fries,29,Starters
3118,16,1,Corn Exotica Pizza,27,Pizza 
3118,9,1,Simply Veggie Pizza,27,Pizza 
3118,90,1,French Fries,29,Starters
3118,123,2,Pepsi 1,38,Beverages 
3119,11,2,Garden Fresh Pizza ,27,Pizza 
3119,90,1,French Fries,29,Starters
3120,109,1,Cheesy Veggie Pasta,55,Pasta
3120,7,1,Margherita Pizza,27,Pizza 
3121,17,2,Veg Supreme Pizza,27,Pizza 
3121,35,1,Garlic Bread,29,Starters
3124,39,1,Lava Cake,31,Desserts
3124,39,1,Lava Cake,31,Desserts
3125,123,1,Pepsi 1,38,Beverages 
3125,123,1,Pepsi 1,38,Beverages 
3128,79,1,Grilled Chicken ,27,Pizza 
3128,90,1,French Fries,29,Starters
3128,122,1,Water Bottle ,38,Beverages 
3133,11,1,Garden Fresh Pizza ,27,Pizza 
3133,90,1,French Fries,29,Starters
3133,123,1,Pepsi 1,38,Beverages 
3134,7,1,Margherita Pizza,27,Pizza 
3134,77,1,Chicken Delight ,27,Pizza 
3134,37,1,Super Cheese,29,Starters
3134,96,1,7UP,38,Beverages 
3134,97,1,Pepsi,38,Beverages 
3135,16,1,Corn Exotica Pizza,27,Pizza 
3135,90,1,French Fries,29,Starters
3137,123,1,Pepsi 1,38,Beverages 
3137,25,1,Panner Tandoori Pizza,27,Pizza 
3137,34,1,Cheese Sticks ,29,Starters
3137,123,1,Pepsi 1,38,Beverages 
3138,123,1,Pepsi 1,38,Beverages 
3138,126,1,Water Bottle 1,38,Beverages 
3140,77,2,Chicken Delight ,27,Pizza 
3140,88,1,Chicken Fingers(Boneless) ,29,Starters
3141,85,1,Tandoori Chicken,27,Pizza 
3141,123,3,Pepsi 1,38,Beverages 
3142,77,1,Chicken Delight ,27,Pizza 
3142,123,1,Pepsi 1,38,Beverages 
3143,90,1,French Fries,29,Starters
3143,37,1,Super Cheese,29,Starters
3143,16,1,Corn Exotica Pizza,27,Pizza 
3143,123,2,Pepsi 1,38,Beverages 
3144,31,2,Garden Fresh Pizza Cone,28,Pizza Cones
3144,34,1,Cheese Sticks ,29,Starters
3145,17,1,Veg Supreme Pizza,27,Pizza 
3145,15,1,Veggie Lovers Pizza ,27,Pizza 
3145,123,1,Pepsi 1,38,Beverages 
3146,82,1,Chicken Supreme ,27,Pizza 
3146,34,1,Cheese Sticks ,29,Starters
3146,123,2,Pepsi 1,38,Beverages 
3149,15,1,Veggie Lovers Pizza ,27,Pizza 
3149,110,1,Cheese Chicken Pasta ,55,Pasta
3150,23,1,Jughalbandhi,27,Pizza 
3150,34,1,Cheese Sticks ,29,Starters
3150,25,1,Panner Tandoori Pizza,27,Pizza 
3150,123,2,Pepsi 1,38,Beverages 
3153,77,1,Chicken Delight ,27,Pizza 
3153,123,2,Pepsi 1,38,Beverages 
3155,110,1,Cheese Chicken Pasta ,55,Pasta
3155,36,2,Cheese Garlic Bread ,29,Starters
3164,7,1,Margherita Pizza,27,Pizza 
3164,34,1,Cheese Sticks ,29,Starters
3166,25,1,Panner Tandoori Pizza,27,Pizza 
3166,90,1,French Fries,29,Starters
3166,123,2,Pepsi 1,38,Beverages 
3167,122,1,Water Bottle ,38,Beverages 
3167,97,1,Pepsi,38,Beverages 
3168,90,1,French Fries,29,Starters
3168,15,1,Veggie Lovers Pizza ,27,Pizza 
3169,36,1,Cheese Garlic Bread ,29,Starters
3169,90,1,French Fries,29,Starters
3172,11,2,Garden Fresh Pizza ,27,Pizza 
3172,90,1,French Fries,29,Starters
3177,77,1,Chicken Delight ,27,Pizza 
3177,36,1,Cheese Garlic Bread ,29,Starters
3186,77,2,Chicken Delight ,27,Pizza 
3186,97,3,Pepsi,38,Beverages 
3189,77,1,Chicken Delight ,27,Pizza 
